id,value
id_0,5.174960398984757
id_1,18.306214253527845
id_2,20.491218094180475
id_3,11.523942869805321
id_4,26.616056752306122
id_5,20.531348081761195
id_6,21.906551018797387
id_7,31.73646874706881
id_8,13.391674055111686
id_9,64.45646650291951
id_10,20.26456883615946
id_11,15.358576077361228
id_12,68.58947276926723
id_13,48.42811374745717
id_14,18.70233382419314
id_15,10.188595737466688
id_16,30.740362859820422
id_17,71.13221776355108
id_18,-4.130517391262471
id_19,18.235694016428692
id_20,38.57892227500777
id_21,71.31151972531326
id_22,7.410348162634087
id_23,18.717955330321406
id_24,14.93725026008454
id_25,36.719736694705254
id_26,17.96169700566267
id_27,75.7894628721054
id_28,12.309310248614477
id_29,56.295351739649576
id_30,25.113160865661474
id_31,4.610248674093988
id_32,2.4837705545150612
id_33,24.759422261321262
id_34,30.480280465591147
id_35,38.463930746426655
id_36,44.20231060933003
id_37,30.08683601986598
id_38,40.473675015740056
id_39,29.226479902317376
id_40,5.606456054343909
id_41,38.66601607878962
id_42,34.610213431877185
id_43,48.389697507384795
id_44,14.75724766694418
id_45,34.466820110872064
id_46,27.483106874184354
id_47,12.000879378154057
id_48,21.378036151603744
id_49,28.544403091663206
id_50,20.16551381841158
id_51,10.796678149746505
id_52,22.17103575575018
id_53,53.44626310935222
id_54,12.21958112160997
id_55,43.300968455171514
id_56,32.18233510328543
id_57,22.567217514570782
id_58,56.739514165547064
id_59,20.745052945295456
id_60,15.028854557473247
id_61,39.85530159038505
id_62,12.975340680728252
id_63,51.74165959283005
id_64,18.783369632539898
id_65,12.348752842777689
id_66,15.633623653541889
id_67,-0.0588714706850304
id_68,41.508011073075934
id_69,31.54874753065595
id_70,18.60425115754704
id_71,37.47681972488067
id_72,56.52039065762298
id_73,6.587877193521928
id_74,12.229339737434984
id_75,5.203696404134682
id_76,47.92737510380056
id_77,13.020705685594676
id_78,17.110301693903597
id_79,20.60323453100203
id_80,21.284481560784577
id_81,38.692935290511784
id_82,30.020716675725808
id_83,88.7674066672354
id_84,35.984700239668236
id_85,26.75691355347712
id_86,23.963516843564342
id_87,32.747242828083046
id_88,22.189043755319936
id_89,20.992158853626545
id_90,29.55599431664543
id_91,40.992168866517765
id_92,8.625117809911526
id_93,32.32147180887792
id_94,46.59804436536761
id_95,22.88407082672354
id_96,31.518129728251647
id_97,11.198233479766113
id_98,28.527436642529594
id_99,0.29115068008962197
id_100,17.96696107953968
id_101,27.12416392947018
id_102,11.398232780652837
id_103,16.426426865673513
id_104,23.425261046922166
id_105,40.61608267056837
id_106,25.86412502656035
id_107,5.422736951672352
id_108,10.79492112225614
id_109,72.86213692992126
id_110,48.02283705948137
id_111,15.746808276902975
id_112,24.67041061417796
id_113,12.827793326536717
id_114,10.158057570240466
id_115,27.269223342020958
id_116,29.20873857793243
id_117,8.83533961993066
id_118,20.051088137129742
id_119,20.21233374376423
id_120,79.90600929870558
id_121,18.061614288263574
id_122,30.542809341304302
id_123,25.980792377728008
id_124,5.212577268164761
id_125,30.355697305856154
id_126,7.768322888914618
id_127,15.328268255393255
id_128,22.66636571769796
id_129,62.742054211090064
id_130,18.95078036798801
id_131,19.07635563083853
id_132,61.37157409163706
id_133,15.884562052629708
id_134,13.409418077705562
id_135,0.8487724836112953
id_136,7.834996717304154
id_137,57.01282901179676
id_138,25.607996751813804
id_139,4.961704729242047
id_140,36.41487903906271
id_141,28.79000672197587
id_142,49.194120961976324
id_143,40.30686985573444
id_144,13.316180593982587
id_145,27.661011875229157
id_146,17.15802752436675
id_147,49.687262569296784
id_148,23.030272291604746
id_149,39.240936524842766
id_150,13.19675388941257
id_151,5.948893701039445
id_152,25.82160897630424
id_153,8.258634214291622
id_154,19.146320517225604
id_155,43.182486526516705
id_156,6.71784357809303
id_157,33.869615246810625
id_158,15.369937846981891
id_159,16.9390449735519
id_160,37.88533679463484
id_161,19.202484541054368
id_162,9.05950471565473
id_163,10.283399610648498
id_164,48.67244712569829
id_165,30.587716213230806
id_166,2.477409897532171
id_167,12.811603937805948
id_168,70.32478980976465
id_169,14.840967694067025
id_170,68.86558756678863
id_171,42.741992444866305
id_172,24.000261542920178
id_173,23.420724860321446
id_174,61.67212443568238
id_175,25.49420284505918
id_176,19.00480978686902
id_177,34.886682881896824
id_178,9.402313398379741
id_179,29.520011314408002
id_180,14.57396588570047
id_181,9.125563143203578
id_182,52.81258399813187
id_183,45.03953799438962
id_184,17.452434679183284
id_185,38.493935279714286
id_186,27.03891909264382
id_187,65.58170967424581
id_188,7.03730638076955
id_189,52.7144771341157
id_190,38.206459337049736
id_191,21.169801059557827
id_192,30.247556879488393
id_193,2.71442298971632
id_194,19.932932587640828
id_195,-3.41333233760389
id_196,32.44599940281313
id_197,10.582973029979906
id_198,21.775225707258492
id_199,62.46529206567787
id_200,24.13294368731645
id_201,26.201239647400925
id_202,63.74447723440285
id_203,2.834297774129015
id_204,14.379246986978792
id_205,9.369850731753857
id_206,9.881166613595415
id_207,3.494945358972128
id_208,122.60804937921775
id_209,21.083513014480573
id_210,17.532220599455098
id_211,20.183098344596985
id_212,36.393132212281834
id_213,34.93515120529069
id_214,18.83031266145863
id_215,38.34455552272327
id_216,77.91663413807039
id_217,1.7953235508882344
id_218,13.44582793913575
id_219,36.131155590412135
id_220,15.1504034981663
id_221,12.941848334417884
id_222,113.12524093786388
id_223,15.224604677934344
id_224,14.824025968612094
id_225,59.26735368854045
id_226,10.58369529071848
id_227,20.99306256353221
id_228,9.78936588083036
id_229,4.7711800087059295
id_230,47.927806904812854
id_231,12.399438394751021
id_232,48.14647656264415
id_233,40.466380396564155
id_234,16.940590270332933
id_235,41.26654448941872
id_236,69.02789203372902
id_237,40.3462492441224
id_238,14.313743982871173
id_239,15.77072663421977
